Gold Label,words,m_label,covid,economic,education,environmental,foreign policy,governance,health,immigration,military,safety,social cultural,social programs
"safety,social cultural",discrimination,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
"economic,foreign policy","trade war,tariff,workers,economically,geopolitical,economic","economic,foreign policy",0,correct label,0,0,correct label,0,0,0,0,0,0,0
"education,economic",teachers,education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,economic,economic,0,economic,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"gun,gun show,no fly,gun laws","foreign policy,safety",0,0,0,0,no fly,0,0,0,0,"gun show,gun laws,gun",0,0
environmental,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,special interests,governance,0,0,0,0,0,special interests,0,0,0,0,0,0
economic,"wealth,tax,taxes,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"governance,health,social cultural","roe,roe v wade,unconstitutional,wade","governance,social cultural",0,0,0,0,0,correct label,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs","student loan,debt,student,college,student loan debt,loan debt,free college","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
environmental,"serious threat,climate change,climate","environmental,safety",0,0,0,"climate change,climate",0,0,0,0,0,serious threat,0,0
economic,"wages,economy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,military,social programs,economic","health,health care,jobs","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
environmental,climate,environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"business owner,business,small business",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,social programs","health,healthcare,health insurance,private health insurance,private health","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"economic,education,governance,environmental","school,climate change,college,higher education,college students,climate,education","education,environmental,social programs",0,0,correct label,correct label,0,0,0,0,0,0,0,"college students,college,higher education"
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"immigration system,immigration policy,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"governance,health,social cultural","roe,hyde amendment,women national,contraception,wade","governance,social cultural",0,0,0,0,0,correct label,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,"nra,shareholders,gun manufacturers,gun,the nra","economic,safety",0,shareholders,0,0,0,0,0,0,0,"nra,the nra,gun,gun manufacturers",0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"mueller report,impeachment",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"economic,social programs","universal child care,care plan,economy,child care","economic,social programs",0,correct label,0,0,0,0,0,0,0,0,0,correct label
"safety,immigration","assault,gun,weapons ban,safety legislation,assault weapons,immigration","immigration,safety",0,0,0,0,0,0,0,correct label,0,correct label,0,0
immigration,"borders,congress","governance,immigration",0,0,0,0,0,congress,0,borders,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,mueller report,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"health,social programs,economic","health,health care,jobs","economic,health,social programs",0,correct label,0,0,0,0,correct label,0,0,0,0,correct label
economic,"tax,wealthy",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,barr,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,immigration,economic","federal,shutdown,border,workers,reopen,federal workers","covid,economic,governance,immigration","reopen,shutdown",correct label,0,0,0,correct label,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","health,health care,planned parenthood,reproductive rights","health,social cultural,social programs",0,0,0,0,0,0,correct label,0,0,0,correct label,health care
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental","renewable energy,fossil,fossil fuels,renewable,emissions,carbon,paying jobs,carbon emissions,jobs","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs,economic","medicare,medicare for all",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
economic,workers,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"health,social cultural,governance","roe v wade,abortion,abortions,roe,wade","governance,health,social cultural",0,0,0,0,0,correct label,correct label,0,0,0,correct label,0
no topic,"forever wars,gun,big pharma,immigration,wars","economic,foreign policy,health,immigration,safety",0,big pharma,0,0,"forever wars,wars",0,big pharma,immigration,0,gun,0,0
"economic,governance","economic,shutdown","covid,economic,governance",shutdown,correct label,0,0,0,correct label,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"safety,immigration","border,drugs,congress","governance,immigration,safety",0,0,0,0,0,congress,0,correct label,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,health,safety,social cultural","black,democracy,black america,wealth,prison,racism,religion,classroom,hate crimes,muslims,color,mosque,people of color,racist,planet,drugs,africa,muslim,deadly,prison population","covid,economic,environmental,foreign policy,governance,safety,social cultural,social programs",deadly,wealth,0,planet,"mosque,africa",democracy,0,0,0,correct label,correct label,classroom
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,governance","federal,workers,federal workers,shutdown","covid,economic,governance",shutdown,correct label,0,0,0,correct label,0,0,0,0,0,0
"health,social programs",healthcare,health,0,0,0,0,0,0,correct label,0,0,0,0,0
governance,mueller report,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,consumers,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,environmental","fuel,fossil fuel,jobs,fossil","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
environmental,"drilling,environmental protection",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"health,economic","insulin,big pharma","economic,health",0,correct label,0,0,0,0,correct label,0,0,0,0,0
safety,"criminal,criminal justice,justice reform",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,health,social programs","healthcare,living wage","economic,health",0,correct label,0,0,0,0,correct label,0,0,0,0,0
immigration,immigration,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social programs,ubi,social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
economic,equal pay,"economic,social cultural",0,equal pay,0,0,0,0,0,0,0,0,equal pay,0
"economic,education,social programs,safety","incarceration,jails,education,jobs","economic,education,safety",0,correct label,correct label,0,0,0,0,0,0,correct label,0,0
social cultural,"disarm,racist,nazis","foreign policy,safety,social cultural",0,0,0,0,nazis,0,0,0,0,disarm,racist,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural,governance","voting rights act,voting rights,abortion","governance,health,social cultural",0,0,0,0,0,correct label,correct label,0,0,0,correct label,0
"education,social programs","student,education,higher education,debt","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
governance,"corruption,business,congress,lobbying,anti corruption","economic,governance",0,business,0,0,0,"lobbying,corruption,congress,anti corruption",0,0,0,0,0,0
"education,safety","the gun,show loophole,arming,gun show,loophole,assault,gun,assault weapons,teachers","education,foreign policy,safety",0,0,correct label,0,arming,0,0,0,0,correct label,0,0
economic,"multinational corporations,multinational",foreign policy,0,0,0,0,"multinational corporations,multinational",0,0,0,0,0,0,0
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,shutdown,"covid,governance",shutdown,0,0,0,0,shutdown,0,0,0,0,0,0
"safety,social cultural","criminal justice system,black,criminal,police,systemic,criminal justice,discrimination","safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"global economy,tariffs,economy,essential","covid,economic,foreign policy",essential,economy,0,0,"tariffs,global economy",0,0,0,0,0,0,0
social cultural,"african,african americans",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"corruption,business,intelligence community","economic,foreign policy,governance,safety",0,business,0,0,intelligence community,corruption,0,0,0,intelligence community,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,health,social programs,immigration","health,student loan,immigration reform,debt,student,health services,immigration,student loan debt,loan debt","education,health,immigration,social programs",0,0,correct label,0,0,0,correct label,correct label,0,0,0,correct label
governance,"right to vote,democracy",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"health,social programs","doctor,healthcare,prescriptions","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
governance,"impeachment,congress",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
immigration,"immigration system,anti immigrant,immigrants,immigration,borders,migration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
immigration,border,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
safety,"shootings,assault weapons,assault",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
military,military,military,0,0,0,0,0,0,0,0,correct label,0,0,0
"health,social cultural","abortion,extremist","health,social cultural",0,0,0,0,0,0,correct label,0,0,0,correct label,0
"health,social programs","pre existing conditions,premiums,aca,obamacare,pre existing","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"education,economic","living wage,teachers","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"foreign policy,military,social cultural",racism,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
safety,"domestic violence,sexual","safety,social cultural",0,0,0,0,0,0,0,0,0,"domestic violence,sexual",sexual,0
"health,safety,social programs,economic","health,gun,health care,gun violence","health,safety,social programs",0,0,0,0,0,0,correct label,0,0,correct label,0,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,federal,governance,0,0,0,0,0,federal,0,0,0,0,0,0
safety,"military,military style,assault weapons,assault","military,safety",0,0,0,0,0,0,0,0,military,"assault weapons,assault,military style",0,0
economic,"workers,trade war,american workers","economic,foreign policy",0,"workers,american workers",0,0,trade war,0,0,0,0,0,0,0
economic,"billions,workers,tax,taxes,congress,trickle down,revenue","economic,governance",0,"workers,billions,tax,revenue,trickle down,taxes",0,0,0,congress,0,0,0,0,0,0
social cultural,marriage equality,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural,safety",prison,safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"environmental,economic","climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,education,social cultural","judges,black,colleges,and universities,universities","governance,social cultural,social programs",0,0,0,0,0,judges,0,0,0,0,correct label,"and universities,universities,colleges"
"foreign policy,economic","congress,taxpayer","economic,governance",0,correct label,0,0,0,congress,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,economy,economic,0,correct label,0,0,0,0,0,0,0,0,0,0
military,service members,military,0,0,0,0,0,0,0,0,correct label,0,0,0
"education,social programs,economic","tax,wealthy,school","economic,education",0,correct label,correct label,0,0,0,0,0,0,0,0,0
"environmental,social cultural,economic","economic,racial","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
"health,social programs,social cultural","black,black women,congress","governance,social cultural",0,0,0,0,0,congress,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,college,education,0,0,college,0,0,0,0,0,0,0,0,college
immigration,"immigration,immigrants",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social cultural","education,school",education,0,0,correct label,0,0,0,0,0,0,0,0,0
governance,"barr,impeachment,congress",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
governance,impeach,governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"federal,federal lobbyists,lobbyists,pacs",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
environmental,"climate crisis,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,watch parties,governance,0,0,0,0,0,watch parties,0,0,0,0,0,0
"health,social cultural",abortion,"health,social cultural",0,0,0,0,0,0,correct label,0,0,0,correct label,0
"governance,environmental","defeat climate,climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,color,social cultural,0,0,0,0,0,0,0,0,0,0,color,0
economic,american society,social programs,0,0,0,0,0,0,0,0,0,0,0,american society
immigration,"asylum,asylum seekers,detention,immigrants",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
social cultural,congress,governance,0,0,0,0,0,congress,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"systemic racism,racial,racism,rosa parks,systemic",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
social cultural,debt,social programs,0,0,0,0,0,0,0,0,0,0,0,debt
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"market,race","economic,social cultural",0,market,0,0,0,0,0,0,0,0,race,0
"immigration,economic","immigrants,economy,jobs","economic,immigration",0,correct label,0,0,0,0,0,correct label,0,0,0,0
governance,"black,impeachment","governance,social cultural",0,0,0,0,0,impeachment,0,0,0,0,black,0
immigration,borders,immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"economic,education,social programs","tax,education,giving tax breaks","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,correct label
"economic,education,social programs","debt,student loan,student,economy,student loan debt,loan debt","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,correct label
"economic,social cultural","federal,black,housing,low income,segregated,income,racist,discrimination","economic,governance,social cultural,social programs",0,correct label,0,0,0,federal,0,0,0,0,correct label,housing
"foreign policy,social cultural",human rights,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"federal,federal lobbyists,lobbyists,pacs",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
"economic,health,social programs,environmental","defeat climate,health,paid family,equal pay,climate change,health care,paid family leave,climate","economic,environmental,health,social cultural,social programs",0,correct label,0,correct label,0,0,correct label,0,0,0,"paid family leave,equal pay",correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","transgender,color",social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
military,wounded warrior,military,0,0,0,0,0,0,0,0,correct label,0,0,0
immigration,"undocumented people,undocumented,immigration system,immigration",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"education,economic","doctors,teachers","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,doctors
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","abortion,reproductive rights","health,social cultural",0,0,0,0,0,0,correct label,0,0,0,correct label,0
"immigration,military,safety","military,borders,vets","immigration,military",0,0,0,0,0,0,0,correct label,correct label,0,0,0
no topic,watch parties,governance,0,0,0,0,0,watch parties,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"economic,governance","workers,shutdown,american workers","covid,economic,governance",shutdown,correct label,0,0,0,correct label,0,0,0,0,0,0
no topic,watch parties,governance,0,0,0,0,0,watch parties,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"economy,monopolistic",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","workers,latino,human rights","economic,foreign policy,social cultural",0,correct label,0,0,human rights,0,0,0,0,0,correct label,0
social cultural,planned parenthood,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
economic,"wealth,fair shot",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,color,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"wages,living wage",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
governance,"voter suppression,democracy",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
health,"flint water,water crisis","environmental,safety",0,0,0,water crisis,0,0,0,0,0,flint water,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,criminal,safety,0,0,0,0,0,0,0,0,0,criminal,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","pre existing,obamacare,healthcare,pre existing conditions","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
"health,social cultural","health,federal,abortion,unconstitutional,health care","governance,health,social cultural,social programs",0,0,0,0,0,"unconstitutional,federal",correct label,0,0,0,correct label,health care
"economic,immigration","border security,border,borders,middle class","economic,immigration",0,correct label,0,0,0,0,0,correct label,0,0,0,0
"economic,education,governance,safety,social programs,social cultural","black,paid family,graduation,income,childcare,race,prison,low income,living wage,affordable,classroom,education system,color,judges,nominated,pre k,paid family leave,school,higher education,teachers,prosecute,education,universal pre k","economic,education,governance,safety,social cultural,social programs",0,correct label,correct label,0,0,correct label,0,0,0,correct label,correct label,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
governance,"constitution,democracy",governance,0,0,0,0,0,correct label,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,safety","the gun,nra,gun lobby,assault,gun,the nra",safety,0,0,0,0,0,0,0,0,0,correct label,0,0
"education,economic",teachers,education,0,0,correct label,0,0,0,0,0,0,0,0,0
"economic,education,environmental,governance,health,social programs,social cultural","ceos,medicare,health,abortion,medicare for all,housing,institutional racism,tax,assault,reproductive rights,handouts,public schools,racism,congress,teacher pay,health care,education","economic,education,governance,health,safety,social cultural,social programs",0,correct label,correct label,0,0,correct label,correct label,0,0,assault,correct label,correct label
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"criminals,immigration,immigrants","immigration,safety",0,0,0,0,0,0,0,"immigrants,immigration",0,criminals,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social programs","health,health insurance,enroll","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,correct label
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
immigration,"borders,citizenship,immigrants",immigration,0,0,0,0,0,0,0,correct label,0,0,0,0
"social cultural,foreign policy",senseless,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
safety,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"economy,congress","economic,governance",0,economy,0,0,0,congress,0,0,0,0,0,0
"military,safety","military,sexual,assault","military,safety,social cultural",0,0,0,0,0,0,0,0,correct label,correct label,sexual,0
no topic,market,economic,0,market,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,race,social cultural,0,0,0,0,0,0,0,0,0,0,race,0
"education,economic",teachers,education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,"college,graduating","education,social programs",0,0,college,0,0,0,0,0,0,0,0,"college,graduating"
"health,social programs","medicare,strengthen social,social security",social programs,0,0,0,0,0,0,0,0,0,0,0,correct label
"education,social programs","public colleges,student debt,debt,tuition free,tuition,student,colleges,higher education,income,universities,education","economic,education,social programs",0,income,correct label,0,0,0,0,0,0,0,0,correct label
"social cultural,immigration",congress,governance,0,0,0,0,0,congress,0,0,0,0,0,0
immigration,"border,border patrol,congress,immigration,immigration laws","governance,immigration",0,0,0,0,0,congress,0,"border,immigration laws,immigration,border patrol",0,0,0,0
"economic,education,social programs","debt,student loan,student,economy,student loan debt,loan debt","economic,education,social programs",0,correct label,correct label,0,0,0,0,0,0,0,0,correct label
"economic,education,social programs","education,teachers",education,0,0,correct label,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,immigration,social cultural,social programs","healthcare immigration,healthcare,systemic,immigration","health,immigration,social cultural,social programs",0,0,0,0,0,0,correct label,correct label,0,0,correct label,correct label
"safety,immigration","sexual,solitary confinement,assault,immigrants,immigration,disabled","immigration,safety,social cultural",0,0,0,0,0,0,0,correct label,0,correct label,"disabled,sexual",0
"economic,governance",no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"education,social programs,economic","grad school,school,debt,graduate,student debt crisis,student,tuition,tuition free,college,college tuition,student debt,education,education plan","education,social programs",0,0,correct label,0,0,0,0,0,0,0,0,correct label
military,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,coal,environmental,0,0,0,coal,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,economic","economy,color","economic,social cultural",0,correct label,0,0,0,0,0,0,0,0,correct label,0
"health,economic","prescription,prescription drug,pharmaceutical companies","health,social programs",0,0,0,0,0,0,correct label,0,0,0,0,pharmaceutical companies
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,"economy,jobs",economic,0,correct label,0,0,0,0,0,0,0,0,0,0
safety,"nra,safety measures,congress,gun,gun owners,the nra","governance,safety",0,0,0,0,0,congress,0,0,0,"safety measures,gun,nra,the nra,gun owners",0,0
"environmental,economic","green jobs,economy,planet,jobs","economic,environmental",0,correct label,0,correct label,0,0,0,0,0,0,0,0
social cultural,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,"abortions,abortion","health,social cultural",0,0,0,0,0,0,abortion,0,0,0,"abortion,abortions",0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
foreign policy,"treasury,czech,czech republic","economic,foreign policy",0,treasury,0,0,"czech,czech republic",0,0,0,0,0,0,0
environmental,"climate change,climate",environmental,0,0,0,correct label,0,0,0,0,0,0,0,0
"economic,education,safety","gun,gun violence,teachers","education,safety",0,0,correct label,0,0,0,0,0,0,correct label,0,0
no topic,race,social cultural,0,0,0,0,0,0,0,0,0,0,race,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"social cultural,foreign policy","radical islamic,innocent civilians,religious,christians,religious freedom","foreign policy,safety,social cultural",0,0,0,0,correct label,0,0,0,0,religious,correct label,0
economic,"affordable,housing,costs,living expenses","economic,social programs",0,costs,0,0,0,0,0,0,0,0,0,"affordable,living expenses,housing,costs"
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,health,social cultural","health,roe v wade,judges,abortion,health services,roe,reproductive health,health care,pro choice,wade","governance,health,social cultural,social programs",0,0,0,0,0,correct label,correct label,0,0,0,correct label,"health services,health care"
foreign policy,north korea,foreign policy,0,0,0,0,correct label,0,0,0,0,0,0,0
governance,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"health,social cultural","health,doctor,assault","health,safety,social programs",0,0,0,0,0,0,correct label,0,0,assault,0,doctor
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
economic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
"governance,safety",sexual,"safety,social cultural",0,0,0,0,0,0,0,0,0,correct label,sexual,0
environmental,"health,planet","environmental,health",0,0,0,planet,0,0,health,0,0,0,0,0
no topic,no words,no topic,0,0,0,0,0,0,0,0,0,0,0,0
social cultural,race,social cultural,0,0,0,0,0,0,0,0,0,0,correct label,0
